"filename", "language", "HTML", "CSS", "comment", "blank", "total"
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-required.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-size.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-type.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-input.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-ins-cite.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-ins-datetime.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-label-for.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-li-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-as.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-blocking.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-crossorigin.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-fetchpriority.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-href.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-hreflang.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-imagesizes.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-imagesrcset.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-integrity.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-media.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-prefetch.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-referrerpolicy.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-rel.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-sizes.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-title.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-type.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-link-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-map-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meta-charset.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meta-content.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meta-http-equiv.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meter-high.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meter-low.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meter-max.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meter-min.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meter-optimum.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-meter-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-object-data.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-object-form.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-object-height.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-object-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-object-type.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-object-usemap.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-object-width.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-ol-reversed.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-ol-start.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-ol-type.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-optgroup-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-optgroup-label.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-option-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-option-label.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-option-selected.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-option-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-output-for.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-output-form.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-output-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-portal-referrerpolicy.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-portal-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-progress-max.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-progress-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-q-cite.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-blocking.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-crossorigin.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-defer.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-fetchpriority.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-integrity.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-nomodule.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-nonce.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-referrerpolicy.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-script-type.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-autocomplete.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-autofocus.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-form.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-id.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-multiple.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-required.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-size.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-select-value.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-slot-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-source-height-width.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-source-media.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-source-sizes.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-source-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-source-srcset.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-source-type.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-style-media.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-style-nonce.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-style-title.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-table-autofocus.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-td-colspan.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-td-headers.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-td-rowspan.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-cols.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-disabled.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-form.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-maxlength.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-minlength.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-name.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-placeholder.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-readonly.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-required.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-rows.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-spellcheck.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-textarea-wrap.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-th-abbr.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-th-headers.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-th-scope.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-time-datetime.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-track-default.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-track-kind.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-track-label.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-track-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-track-srcset.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-autoplay.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-controls.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-controlslist.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-crossorigin.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-disablepictureinpicture.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-disableremoteplayback.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-height-and-width.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-loop.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-muted.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-playsinline.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-poster.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-preload.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\att-video-src.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\html3_2\att-1-border-global.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\html4_0\att-iframe-frameborder.html", "HTML", 0, 0, 0, 1, 1
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-DOCTYPE.html", "HTML", 75, 0, 4, 0, 79
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a-EXAMPLE.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a-EXAMPLE02.html", "HTML", 14, 0, 0, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a-EXAMPLE03.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a-EXAMPLE04.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a-EXAMPLE05.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a-EXAMPLE06.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a-EXAMPLE07.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-a.html", "HTML", 243, 0, 4, 0, 247
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-abbr-EXAMPLE.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-abbr.html", "HTML", 85, 0, 4, 0, 89
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-address-EXAMPLE.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-address.html", "HTML", 89, 0, 4, 0, 93
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-area-EXAMPLE.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-area.html", "HTML", 165, 0, 4, 0, 169
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-article-EXAMPLE.html", "HTML", 13, 0, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-article-EXAMPLE02.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-article-EXAMPLE03.html", "HTML", 24, 0, 0, 0, 24
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-article.html", "HTML", 128, 0, 4, 1, 133
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-aside-EXAMPLE.html", "HTML", 19, 0, 0, 0, 19
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-aside.html", "HTML", 86, 0, 4, 0, 90
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-audio-EXAMPLE.html", "HTML", 13, 0, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-audio-EXAMPLE02.html", "HTML", 13, 0, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-audio-EXAMPLE03.html", "HTML", 16, 0, 0, 0, 16
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-audio.html", "HTML", 177, 0, 4, 0, 181
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-b-EXAMPLE.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-b.html", "HTML", 78, 0, 4, 0, 82
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-base-EXAMPLE.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-base.html", "HTML", 94, 0, 4, 0, 98
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-bdi-EXAMPLE.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-bdi-EXAMPLE02.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-bdi.html", "HTML", 90, 0, 4, 0, 94
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-bdo-EXAMPLE.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-bdo.html", "HTML", 80, 0, 4, 0, 84
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-blockquote-EXAMPLE.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-blockquote-EXAMPLE02.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-blockquote.html", "HTML", 109, 0, 4, 0, 113
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-body-EXAMPLE.html", "HTML", 8, 0, 0, 0, 8
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-body.html", "HTML", 92, 0, 4, 0, 96
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-br-EXAMPLE.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-br-EXAMPLE02.html", "HTML", 15, 0, 0, 0, 15
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-br.html", "HTML", 86, 0, 4, 0, 90
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-button-EXAMPLE.html", "HTML", 13, 0, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-button-EXAMPLE02.html", "HTML", 16, 0, 0, 0, 16
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-button-EXAMPLE03.html", "HTML", 16, 0, 0, 0, 16
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-button-EXAMPLE04.html", "HTML", 13, 0, 0, 0, 13
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-button.html", "HTML", 201, 0, 4, 0, 205
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-canvas.html", "HTML", 80, 0, 4, 0, 84
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-caption-EXAMPLE.html", "HTML", 21, 0, 0, 0, 21
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-caption.html", "HTML", 96, 0, 4, 0, 100
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-cite-EXAMPLE.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-cite-EXAMPLE02.html", "HTML", 12, 0, 0, 0, 12
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-cite.html", "HTML", 94, 0, 4, 0, 98
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-code-EXAMPLE.html", "HTML", 11, 0, 0, 0, 11
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-code-EXAMPLE02.html", "HTML", 20, 0, 0, 0, 20
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-code.html", "HTML", 101, 0, 4, 0, 105
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-col-EXAMPLE.html", "HTML", 26, 0, 0, 0, 26
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-col.html", "HTML", 100, 0, 4, 0, 104
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-colgroup-EXAMPLE.html", "HTML", 24, 0, 0, 0, 24
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-colgroup.html", "HTML", 101, 0, 4, 0, 105
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-comment-EXAMPLE.html", "HTML", 12, 0, 2, 0, 14
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-comment.html", "HTML", 77, 0, 4, 0, 81
"s:\Documents\GitHub\ProStartup-Learn\courses\cs\web-development\front-end\html\list\tag-data.html", "HTML", 31, 0, 5, 0, 36
